playerid,Name,Team, PA , HR , ISO , K% , FB% , Hard% , EV , LA , Barrel% , Hard%(FB) , vL-PA(2y) , vL-HR(2y) , vL-ISO(2y) , vL-K%(2y) , vL-FB%(2y) , vL-Hard%(2y) , vR-PA(2y) , vR-HR(2y) , vR-ISO(2y) , vR-K%(2y) , vR-FB%(2y) , vR-Hard%(2y) 
13050,Anthony DeSclafani,SFG, -   , -   , -   , -   , -   ,,,,, -   ,22, -   , -   ,0.4091,0.375,0.0909,40, -   ,0.029,0.6,0.25,0.1429
13074,Yu Darvish,SDP, -   , -   , -   , -   , -   ,,,,, -   ,12, -   , -   ,0.5833,0.2,0.2,43, -   ,0.049,0.419,0.0435,0.2083
13125,Gerrit Cole,NYY, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
13164,Eduardo Rodriguez,DET, -   , -   , -   , -   , -   ,,,,, -   ,5, -   , -   ,0.4,0.5, -   ,1, -   , -   ,1, -   , -   
13182,Kyle Crick,CHW, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
13183,Zach Davies,ARI, -   , -   , -   , -   , -   ,,,,, -   ,9, -   , -   , -   ,0.5, -   ,35, -   , -   ,0.229,0.2222,0.037
13190,Jordan Weems,WSN, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
13218,Michael Fulmer,DET, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
13259,Louis Head,MIA, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
13273,Ross Stripling,TOR, -   , -   , -   , -   , -   ,,,,, -   ,2, -   , -   ,0.5, -   , -   ,4, -   , -   ,0.25, -   , -   
13293,Danny Coulombe,MIN, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   ,1, -   , -   ,1, -   , -   
13339,Adrian Sampson,CHC, -   , -   , -   , -   , -   ,,,,, -   ,6, -   , -   ,0.6667, -   , -   ,5, -   , -   ,0.6, -   , -   
13345,Luis Cessa,CIN, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
13346,Hoby Milner,MIL, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   ,2, -   , -   ,0.5, -   , -   
13361,Steven Matz,STL, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   ,2, -   , -   ,0.5, -   , -   
13394,Dylan Floro,MIA, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
13397,Sam Selman,OAK, -   , -   , -   , -   , -   ,,,,, -   ,1, -   , -   ,1, -   , -   , -   , -   , -   , -   , -   , -   
13420,Matt Koch,SEA, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
13424,Drew VerHagen,STL, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
13431,Marcus Stroman,CHC, -   , -   , -   , -   , -   ,,,,, -   ,17, -   , -   ,0.4706,0.2,0.1111,41, -   ,0.059,0.39,0.3333,0.1429
13435,Pierce Johnson,SDP, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
13449,Taylor Rogers,SDP, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
13470,Lucas Sims,CIN, -   , -   , -   , -   , -   ,,,,, -   ,1, -   , -   ,1, -   , -   ,1, -   , -   , -   , -   , -   
13475,Daniel Norris,CHC, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   ,2, -   , -   , -   , -   , -   
13543,Blake Snell,SDP, -   , -   , -   , -   , -   ,,,,, -   ,20, -   , -   ,0.5,0.1111, -   ,17, -   , -   ,0.412,0.25,0.1
13580,Steven Okert,MIA, -   , -   , -   , -   , -   ,,,,, -   ,2, -   , -   ,0.5, -   , -   , -   , -   , -   , -   , -   , -   
13594,Robert Stephenson,COL, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
13607,Carl Edwards Jr.,WSN, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
13619,Jakob Junis,SFG, -   , -   , -   , -   , -   ,,,,, -   ,2, -   , -   ,0.5, -   , -   , -   , -   , -   , -   , -   , -   
13649,Clay Holmes,NYY, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   ,1, -   , -   ,1, -   , -   
13654,Jharel Cotton,MIN, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
13696,Robert Gsellman,CHC, -   , -   , -   , -   , -   ,,,,, -   ,2, -   , -   ,0.5, -   , -   ,4, -   , -   ,0.75, -   , -   
13707,Joey Krehbiel,BAL, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
13713,Kyle Barraclough,LAA, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
13743,Max Fried,ATL, -   , -   , -   , -   , -   ,,,,, -   ,16, -   ,0.067,0.1875,0.25,0.3077,51, -   ,0.05,0.294,0.25,0.2813
13758,Tyler Duffey,MIN, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
13761,Chris Stratton,PIT, -   , -   , -   , -   , -   ,,,,, -   ,1, -   , -   ,1, -   , -   ,1, -   , -   ,1, -   , -   
13763,Dominic Leone,SFG, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
13767,JT Chargois,TBR, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
13774,Zach Eflin,PHI, -   , -   , -   , -   , -   ,,,,, -   ,15, -   , -   ,0.5333, -   , -   ,22, -   , -   ,0.318,0.3636, -   
13781,Alex Wood,SFG, -   , -   , -   , -   , -   ,,,,, -   ,2, -   , -   ,0.5, -   , -   ,45, -   , -   ,0.556,0.2727, -   
13799,Matt Strahm,BOS, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
13801,Austin Adams,SDP, -   , -   , -   , -   , -   ,,,,, -   ,1, -   , -   ,1, -   , -   , -   , -   , -   , -   , -   , -   
13834,Alec Mills,CHC, -   , -   , -   , -   , -   ,,,,, -   ,7, -   , -   ,0.8571, -   , -   ,30, -   ,0.037,0.7,0.5,0.1111
13892,Paul Sewald,SEA, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
13896,Chris Flexen,SEA, -   , -   , -   , -   , -   ,,,,, -   ,2, -   , -   , -   ,1, -   ,1, -   , -   , -   , -   , -   
13942,Brent Suter,MIL, -   , -   , -   , -   , -   ,,,,, -   ,2, -   , -   ,0.5, -   , -   ,2, -   , -   ,1, -   , -   
14078,Michael Wacha,BOS, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   ,3, -   , -   ,1, -   , -   
14107,Kevin Gausman,TOR, -   , -   , -   , -   , -   ,,,,, -   ,20, -   , -   ,0.55, -   , -   ,42, -   , -   ,0.476,0.1429, -   
14151,Chris Mazza,TBR, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
14168,Jose Berrios,TOR, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   ,4, -   , -   ,0.5, -   , -   
14212,Josh Hader,MIL, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
14288,Luke Bard,TBR, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
14295,Wandy Peralta,NYY, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
14309,Frankie Montas,OAK, -   , -   , -   , -   , -   ,,,,, -   ,2, -   , -   ,1, -   , -   ,2, -   , -   ,0.5, -   , -   
14332,Joel Payamps,KCR, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
14361,Ty Blach,COL, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
14375,Amir Garrett,KCR, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
14416,Yunior Marte,SFG, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
14420,Jackson Stephens,ATL, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
14444,Hyun-Jin Ryu,TOR, -   , -   , -   , -   , -   ,,,,, -   ,2, -   , -   ,1, -   , -   ,2, -   , -   , -   ,1, -   
14506,J.B. Wendelken,ARI, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
14509,Dereck Rodriguez,MIN, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
14524,Jose Leclerc,TEX, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
14527,Jorge Lopez,BAL, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   ,2, -   , -   ,0.5, -   , -   
14542,Carlos Estevez,COL, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
14552,Jose Ruiz,CHW, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   ,1, -   , -   , -   , -   , -   
14646,Rowan Wick,CHC, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
14663,Chi Chi Gonzalez,- - -, -   , -   , -   , -   , -   ,,,,, -   ,9, -   , -   ,0.5556,0.3333, -   ,25, -   ,0.043,0.44,0.1,0.1538
14665,Jandel Gustave,MIL, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   ,2, -   , -   ,1, -   , -   
14677,Duane Underwood Jr.,PIT, -   , -   , -   , -   , -   ,,,,, -   ,1, -   , -   ,1, -   , -   ,3, -   , -   ,1, -   , -   
14681,Andres Machado,WSN, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
14682,Luis Perdomo,MIL, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
14706,Anthony Banda,PIT, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   ,1, -   , -   , -   , -   ,1
14710,Edwin Diaz,NYM, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
14739,Paul Blackburn,OAK, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
14765,Julio Urias,LAD, -   , -   , -   , -   , -   ,,,,, -   ,12, -   , -   ,0.25,0.4286,0.2222,58, -   ,0.041,0.328,0.2414,0.2632
14771,Emilio Pagan,MIN, -   , -   , -   , -   , -   ,,,,, -   ,1, -   , -   , -   ,1, -   ,1, -   , -   ,1, -   , -   
14814,Buck Farmer,CIN, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
14843,Michael Lorenzen,LAA, -   , -   , -   , -   , -   ,,,,, -   ,1, -   , -   ,1, -   , -   ,1, -   , -   , -   , -   , -   
14857,Joe Mantiply,ARI, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
14874,Sam Moll,OAK, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
14875,Caleb Smith,ARI, -   , -   , -   , -   , -   ,,,,, -   ,5, -   ,0.2,0.2,0.5,0.25,20, -   , -   ,0.65, -   , -   
14916,Jon Gray,TEX, -   , -   , -   , -   , -   ,,,,, -   ,9, -   , -   ,0.5556,0.5,0.25,41, -   , -   ,0.659,0.25,0.2143
14966,Reyes Moronta,LAD, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
14975,Chad Kuhl,COL, -   , -   , -   , -   , -   ,,,,, -   ,1, -   , -   , -   , -   ,1,23, -   , -   ,0.478, -   , -   
14986,Giovanny Gallegos,STL, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
14993,Scott Barlow,KCR, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
15009,Kyle Finnegan,WSN, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
15010,Corey Knebel,PHI, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   ,2, -   , -   , -   , -   , -   
15036,Chase De Jong,PIT, -   , -   , -   , -   , -   ,,,,, -   ,6, -   , -   ,0.3333, -   , -   ,9, -   ,0.111,0.333,0.2,0.1667
15038,German Marquez,COL, -   , -   , -   , -   , -   ,,,,, -   ,13, -   ,0.1,0.1538,0.5,0.1818,47,1,0.163,0.234,0.1935,0.2222
15042,Tim Mayza,TOR, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
15043,Lou Trivino,OAK, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
15046,Trevor Gott,MIL, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
15047,Austin Voth,- - -, -   , -   , -   , -   , -   ,,,,, -   ,1, -   , -   , -   , -   , -   ,2, -   , -   ,0.5, -   , -   
15068,Yency Almonte,LAD, -   , -   , -   , -   , -   ,,,,, -   ,2, -   , -   ,1, -   , -   ,1, -   , -   , -   , -   , -   
15126,Tyler Danish,BOS, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
15139,Ashton Goudeau,COL, -   , -   , -   , -   , -   ,,,,, -   ,1, -   , -   ,1, -   , -   ,5, -   , -   ,0.6, -   , -   
15157,Jimmy Yacabonis,MIA, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
15256,Cole Sulser,MIA, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
15264,Keynan Middleton,ARI, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
15288,Adam Cimber,TOR, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   ,2, -   , -   ,0.5, -   , -   
15290,Austin Pruitt,OAK, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
15423,Andrew Heaney,LAD, -   , -   , -   , -   , -   ,,,,, -   ,2, -   , -   , -   , -   , -   ,2, -   , -   ,1, -   , -   
15451,Mike Mayers,LAA, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
15454,Nick Pivetta,BOS, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   ,2, -   , -   ,1, -   , -   
15467,Marco Gonzales,SEA, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   ,4, -   , -   ,0.5, -   , -   
15474,Lucas Giolito,CHW, -   , -   , -   , -   , -   ,,,,, -   ,2, -   , -   ,0.5, -   ,1,2, -   , -   ,1, -   , -   
15488,Antonio Senzatela,COL, -   , -   , -   , -   , -   ,,,,, -   ,13, -   , -   ,0.3077,0.2,0.1111,38, -   , -   ,0.395,0.25,0.1304
15507,Hunter Harvey,WSN, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
15514,Kendall Graveman,CHW, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
15541,Tyler Rogers,SFG, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
15551,Mark Leiter,CHC, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
15552,Chad Green,NYY, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
15594,Nick Wittgren,STL, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
15605,Phillips Valdez,BOS, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
15684,Miguel Castro,NYY, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
15689,Luis Castillo,CIN, -   , -   , -   , -   , -   ,,,,, -   ,15, -   , -   ,0.1333, -   ,0.0769,44, -   ,0.051,0.477,0.3125,0.1818
15734,Brad Keller,KCR, -   , -   , -   , -   , -   ,,,,, -   ,5, -   , -   ,0.4, -   , -   ,2, -   , -   ,0.5,1, -   
15761,Joe Jimenez,DET, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
15816,Devin Williams,MIL, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
15823,Zack Littell,SFG, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   ,4, -   , -   ,0.75, -   ,1
15832,Paul Fry,- - -, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
15873,Sean Manaea,SDP, -   , -   , -   , -   , -   ,,,,, -   ,2, -   , -   , -   , -   , -   ,3, -   ,0.333,0.333, -   ,0.5
15890,Luis Severino,NYY, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
15915,Victor Arano,WSN, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
15947,Ryne Stanek,HOU, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
16094,Zach Thompson,PIT, -   , -   , -   , -   , -   ,,,,, -   ,6, -   ,0.25,0.1667, -   ,0.2,12, -   , -   ,0.667,0.3333,0.25
16122,Jordan Romano,TOR, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
16125,Chris Ellis,BAL, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
16137,Carlos Rodon,SFG, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   ,3, -   , -   ,0.333,0.5, -   
16149,Aaron Nola,PHI, -   , -   , -   , -   , -   ,,,,, -   ,21, -   , -   ,0.381, -   ,0.0833,42, -   ,0.059,0.5,0.25,0.1875
16162,Brandon Woodruff,MIL, -   , -   , -   , -   , -   ,,,,, -   ,12, -   , -   ,0.5,0.3333, -   ,46, -   , -   ,0.478,0.2105,0.087
16209,Jake Reed,NYM, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   ,1, -   , -   , -   , -   , -   
16256,Kyle Freeland,COL, -   , -   , -   , -   , -   ,,,,, -   ,12, -   , -   ,0.4167,1,0.1667,28, -   ,0.042,0.429,0.4545,0.1333
16258,Aaron Bummer,CHW, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
16265,Sam Howard,PIT, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
16269,John Means,BAL, -   , -   , -   , -   , -   ,,,,, -   ,2, -   , -   ,0.5, -   , -   ,3, -   ,0.333,0.333,1,0.5
16279,Sam Clay,WSN, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   ,2, -   , -   ,0.5, -   , -   
16300,Jesus Tinoco,TEX, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
16350,Ryan Borucki,- - -, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
16358,Tyler Mahle,CIN, -   , -   , -   , -   , -   ,,,,, -   ,18, -   , -   ,0.2778,0.2,0.0833,48, -   , -   ,0.292,0.1667,0.1613
16377,Ryan Castellani,OAK, -   , -   , -   , -   , -   ,,,,, -   ,1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
16400,Reynaldo Lopez,CHW, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
16418,Blake Taylor,HOU, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
16432,Foster Griffin,KCR, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
16440,James Norwood,PHI, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
16502,Ryan Yarbrough,TBR, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   ,4, -   , -   ,0.5, -   , -   
16511,Jordan Montgomery,NYY, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   ,4, -   , -   ,1, -   , -   
16537,Dusten Knight,TBR, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
16561,Austin Gomber,COL, -   , -   , -   , -   , -   ,,,,, -   ,20, -   , -   ,0.4,0.4286,0.1818,22, -   , -   ,0.227,0.3,0.1176
16587,Erik Swanson,SEA, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
16609,Bryan Abreu,HOU, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
16610,J.P. Feyereisen,TBR, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
16647,Ryan Thompson,TBR, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
16703,Julian Merryweather,TOR, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
16814,Tim Hill,SDP, -   , -   , -   , -   , -   ,,,,, -   ,1, -   , -   ,1, -   , -   , -   , -   , -   , -   , -   , -   
16850,Locke St. John,CHC, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
16866,Reed Garrett,WSN, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
16873,Eric Stout,CHC, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
16918,Luke Weaver,ARI, -   , -   , -   , -   , -   ,,,,, -   ,2, -   , -   ,0.5, -   , -   ,20, -   , -   ,0.55,0.1429,0.25
16933,Elieser Hernandez,MIA, -   , -   , -   , -   , -   ,,,,, -   ,5, -   , -   ,0.2, -   ,0.25,13, -   , -   ,0.462,0.25, -   
16943,Sean Newcomb,- - -, -   , -   , -   , -   , -   ,,,,, -   ,1, -   , -   , -   , -   , -   ,1, -   , -   ,1, -   , -   
16977,Trevor Williams,NYM, -   , -   , -   , -   , -   ,,,,, -   ,8, -   , -   ,0.5, -   , -   ,20, -   , -   ,0.25,0.1538,0.0667
16980,Daniel Mengden,KCR, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
16981,Tyler Beede,- - -, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
16990,Tanner Banks,CHW, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
17034,Sean Reid-Foley,NYM, -   , -   , -   , -   , -   ,,,,, -   ,1, -   , -   , -   , -   , -   ,1, -   , -   , -   , -   , -   
17085,Pablo Lopez,MIA, -   , -   , -   , -   , -   ,,,,, -   ,14, -   ,0.071,0.3571,0.25,0.1111,21, -   ,0.053,0.571,0.1429, -   
17092,Domingo Acevedo,OAK, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
17117,Austin Davis,BOS, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   ,1, -   , -   , -   , -   , -   
17130,Raisel Iglesias,LAA, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
17170,Gabe Speier,KCR, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
17181,Yoan Lopez,NYM, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
17186,Dinelson Lamet,SDP, -   , -   , -   , -   , -   ,,,,, -   ,1, -   , -   ,1, -   , -   ,6, -   , -   ,0.833, -   , -   
17192,Jalen Beeks,TBR, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
17237,Austin Brice,PIT, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
17277,Ranger Suarez,PHI, -   , -   , -   , -   , -   ,,,,, -   ,5, -   ,0.2,0.4,0.3333, -   ,18, -   ,0.091,0.167,0.5,0.0769
17282,Michael Kopech,CHW, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   ,1, -   , -   , -   , -   , -   
17285,Justus Sheffield,SEA, -   , -   , -   , -   , -   ,,,,, -   ,2, -   , -   ,0.5, -   , -   , -   , -   , -   , -   , -   , -   
